,Cellid,X,Y,W,H,cX,cY,Aera
540,540,17328,1496,1,2,17328.0,1496.5,2
541,541,17160,1498,1,1,17160.0,1498.0,1
542,542,17160,1501,1,1,17160.0,1501.0,1
543,543,17180,1501,1,1,17180.0,1501.0,1
544,544,17161,1503,1,1,17161.0,1503.0,1
545,545,17163,1503,1,1,17163.0,1503.0,1
546,546,17183,1503,1,1,17183.0,1503.0,1
547,547,17158,1505,1,1,17158.0,1505.0,1
548,548,17183,1507,1,2,17183.0,1507.5,2
549,549,17158,1508,2,1,17158.5,1508.0,2
550,550,17556,1508,2,2,17556.5,1508.5,4
551,551,17560,1508,2,2,17560.5,1508.5,4
552,552,17178,1511,2,2,17178.5,1511.5,2
553,553,17192,1512,1,1,17192.0,1512.0,1
554,554,17322,1512,1,1,17322.0,1512.0,1
555,555,17350,1513,1,1,17350.0,1513.0,1
556,556,17570,1513,1,1,17570.0,1513.0,1
557,557,17154,1514,1,1,17154.0,1514.0,1
558,558,17178,1514,2,2,17178.5,1514.5,4
559,559,17199,1514,1,1,17199.0,1514.0,1
560,560,17324,1514,1,1,17324.0,1514.0,1
561,561,17567,1514,1,1,17567.0,1514.0,1
562,562,17176,1516,1,1,17176.0,1516.0,1
563,563,17324,1516,1,1,17324.0,1516.0,1
564,564,17561,1516,10,10,17565.612903225807,1519.967741935484,62
565,565,17155,1519,1,1,17155.0,1519.0,1
566,566,17197,1518,2,1,17197.5,1518.0,2
567,567,17572,1518,1,1,17572.0,1518.0,1
568,568,17056,1520,1,1,17056.0,1520.0,1
569,569,17061,1520,1,1,17061.0,1520.0,1
570,570,17571,1522,1,1,17571.0,1522.0,1
571,571,17332,1524,1,1,17332.0,1524.0,1
572,572,17552,1524,2,2,17552.5,1524.5,4
573,573,17048,1526,21,11,17058.73717948718,1530.8974358974358,156
574,574,17070,1526,2,2,17070.5,1526.5,4
575,575,17343,1527,1,1,17343.0,1527.0,1
576,576,17560,1527,1,1,17560.0,1527.0,1
577,577,17568,1527,1,1,17568.0,1527.0,1
578,578,17574,1527,1,1,17574.0,1527.0,1
579,579,19025,1528,1,1,19025.0,1528.0,1
580,580,19030,1528,1,1,19030.0,1528.0,1
581,581,19024,1531,8,5,19027.0,1533.5555555555557,27
582,582,17611,1536,2,2,17611.5,1536.5,2
583,583,17578,1540,43,51,17597.242424242424,1566.0752688172042,1023
584,584,17600,1543,1,1,17600.0,1543.0,1
585,585,17430,1544,1,1,17430.0,1544.0,1
586,586,17597,1545,1,1,17597.0,1545.0,1
587,587,17622,1545,1,1,17622.0,1545.0,1
588,588,17627,1547,1,1,17627.0,1547.0,1
589,589,17630,1547,1,1,17630.0,1547.0,1
590,590,17427,1548,5,9,17428.862068965518,1551.7586206896551,29
591,591,17630,1549,1,1,17630.0,1549.0,1
592,592,17618,1551,2,3,17618.4,1552.2,5
593,593,17621,1551,11,5,17624.866666666665,1552.7,30
594,594,17424,1552,2,2,17424.5,1552.5,4
595,595,19334,1552,4,2,19335.5,1552.5,8
596,596,20234,1553,1,1,20234.0,1553.0,1
597,597,20256,1552,2,2,20256.5,1552.5,2
598,598,17571,1555,1,1,17571.0,1555.0,1
599,599,17611,1555,1,1,17611.0,1555.0,1
600,600,20232,1555,1,1,20232.0,1555.0,1
601,601,20252,1554,3,1,20253.0,1554.0,3
602,602,20220,1555,45,29,20242.257186081693,1568.6006051437216,661
603,603,20264,1555,1,1,20264.0,1555.0,1
604,604,17569,1557,7,11,17571.829268292684,1560.8536585365853,41
605,605,17616,1557,1,1,17616.0,1557.0,1
606,606,17622,1559,1,1,17622.0,1559.0,1
607,607,20267,1559,1,1,20267.0,1559.0,1
608,608,20270,1559,1,1,20270.0,1559.0,1
609,609,17354,1561,1,1,17354.0,1561.0,1
610,610,17359,1560,1,1,17359.0,1560.0,1
611,611,19307,1560,52,53,19331.039215686276,1584.4186851211073,1734
612,612,19338,1560,1,1,19338.0,1560.0,1
613,613,19342,1560,1,1,19342.0,1560.0,1
614,614,19345,1561,1,1,19345.0,1561.0,1
615,615,20222,1560,1,1,20222.0,1560.0,1
616,616,17578,1563,2,3,17578.5,1564.0,4
617,617,17581,1563,1,1,17581.0,1563.0,1
618,618,17611,1563,1,1,17611.0,1563.0,1
619,619,19312,1563,1,1,19312.0,1563.0,1
620,620,20221,1563,1,1,20221.0,1563.0,1
621,621,17576,1565,1,1,17576.0,1565.0,1
622,622,17354,1566,8,7,17357.166666666668,1568.9444444444443,36
623,623,17574,1566,1,2,17574.0,1566.5,2
624,624,17583,1566,1,1,17583.0,1566.0,1
625,625,17613,1566,1,1,17613.0,1566.0,1
626,626,19269,1567,3,1,19270.0,1567.0,3
627,627,19902,1566,15,14,19907.68,1571.8133333333333,75
628,628,20263,1567,1,1,20263.0,1567.0,1
629,629,17579,1568,1,1,17579.0,1568.0,1
630,630,17615,1569,1,1,17615.0,1569.0,1
631,631,19248,1568,1,1,19248.0,1568.0,1
632,632,19229,1568,79,70,19267.711668757842,1602.6225846925972,3985
633,633,19283,1569,1,1,19283.0,1569.0,1
634,634,19285,1568,1,1,19285.0,1568.0,1
635,635,19287,1568,1,1,19287.0,1568.0,1
636,636,19296,1568,1,1,19296.0,1568.0,1
637,637,19301,1568,1,1,19301.0,1568.0,1
638,638,19359,1569,1,1,19359.0,1569.0,1
639,639,20220,1569,1,2,20220.0,1569.5,2
640,640,17576,1571,1,1,17576.0,1571.0,1
641,641,19283,1571,1,1,19283.0,1571.0,1
642,642,19285,1570,4,5,19286.85714285714,1571.7142857142858,7
643,643,19291,1570,1,1,19291.0,1570.0,1
644,644,19295,1570,1,1,19295.0,1570.0,1
645,645,19296,1571,2,3,19296.666666666668,1572.0,3
646,646,19299,1570,1,2,19299.0,1570.5,2
647,647,19357,1571,1,1,19357.0,1571.0,1
648,648,17353,1572,1,1,17353.0,1572.0,1
649,649,17464,1572,3,4,17465.14285714286,1573.5714285714287,7
650,650,17577,1573,1,1,17577.0,1573.0,1
651,651,19299,1573,1,1,19299.0,1573.0,1
652,652,20219,1572,1,1,20219.0,1572.0,1
653,653,20256,1572,1,1,20256.0,1572.0,1
654,654,17354,1575,1,1,17354.0,1575.0,1
655,655,17400,1575,24,41,17412.043165467625,1594.1510791366907,695
656,656,17469,1574,2,2,17469.5,1574.5,4
657,657,19359,1575,1,1,19359.0,1575.0,1
658,658,19902,1574,1,2,19902.0,1574.5,2
659,659,20259,1575,1,1,20259.0,1575.0,1
660,660,17577,1576,1,1,17577.0,1576.0,1
661,661,17614,1576,2,2,17614.5,1576.5,4
662,662,19206,1576,1,2,19206.0,1576.5,2
663,663,19238,1576,1,1,19238.0,1576.0,1
664,664,20276,1576,1,1,20276.0,1576.0,1
665,665,17401,1579,1,1,17401.0,1579.0,1
666,666,19240,1578,1,1,19240.0,1578.0,1
667,667,19907,1579,1,1,19907.0,1579.0,1
668,668,20244,1579,1,1,20244.0,1579.0,1
669,669,20277,1581,1,1,20277.0,1581.0,1
670,670,19166,1582,58,63,19193.299892703864,1613.293991416309,1864
671,671,20236,1582,1,1,20236.0,1582.0,1
672,672,20245,1583,1,1,20245.0,1583.0,1
673,673,20254,1583,2,1,20254.5,1583.0,2
674,674,20272,1582,2,2,20272.333333333332,1582.6666666666667,3
675,675,17472,1584,6,4,17474.214285714286,1585.5,14
676,676,17576,1585,1,1,17576.0,1585.0,1
677,677,19184,1585,1,1,19184.0,1585.0,1
678,678,19234,1584,2,2,19234.5,1584.5,4
679,679,19306,1585,2,2,19306.5,1585.5,2
680,680,20232,1584,4,5,20233.0,1586.625,8
681,681,20239,1585,1,1,20239.0,1585.0,1
682,682,20251,1585,1,1,20251.0,1585.0,1
683,683,20252,1585,7,7,20255.37037037037,1587.7037037037037,27
684,684,20259,1585,2,2,20259.666666666668,1585.3333333333333,3
685,685,20262,1584,1,1,20262.0,1584.0,1
686,686,19235,1587,1,1,19235.0,1587.0,1
687,687,17466,1588,4,3,17467.5,1589.0,12
688,688,17471,1589,1,1,17471.0,1589.0,1
689,689,17478,1588,1,1,17478.0,1588.0,1
690,690,17582,1588,1,1,17582.0,1588.0,1
691,691,19308,1589,1,1,19308.0,1589.0,1
692,692,19352,1588,1,1,19352.0,1588.0,1
693,693,20261,1588,1,2,20261.0,1588.5,2
694,694,17580,1590,1,1,17580.0,1590.0,1
695,695,17582,1590,1,1,17582.0,1590.0,1
696,696,19353,1591,1,1,19353.0,1591.0,1
697,697,17423,1593,1,1,17423.0,1593.0,1
698,698,19180,1593,1,1,19180.0,1593.0,1
699,699,19211,1592,1,1,19211.0,1592.0,1
700,700,19350,1592,2,2,19350.5,1592.5,2
701,701,20256,1593,2,1,20256.5,1593.0,2
702,702,17598,1594,2,2,17598.5,1594.5,4
703,703,19176,1595,1,2,19176.0,1595.5,2
704,704,19296,1594,1,1,19296.0,1594.0,1
705,705,19297,1594,3,3,19298.0,1595.0,3
706,706,17400,1597,1,1,17400.0,1597.0,1
707,707,19300,1597,2,1,19300.5,1597.0,2
708,708,19300,1599,1,1,19300.0,1599.0,1
709,709,17432,1600,1,1,17432.0,1600.0,1
710,710,17440,1600,1,1,17440.0,1600.0,1
711,711,17450,1600,2,2,17450.5,1600.5,4
712,712,19172,1600,1,1,19172.0,1600.0,1
713,713,19303,1601,1,1,19303.0,1601.0,1
714,714,19308,1600,2,2,19308.5,1600.5,4
715,715,19351,1601,4,5,19352.5,1602.857142857143,14
716,716,17432,1603,2,1,17432.5,1603.0,2
717,717,17437,1603,9,6,17440.6875,1605.40625,32
718,718,17446,1602,1,1,17446.0,1602.0,1
719,719,19358,1602,1,1,19358.0,1602.0,1
720,720,19312,1604,1,1,19312.0,1604.0,1
721,721,19357,1604,1,1,19357.0,1604.0,1
722,722,19312,1606,1,1,19312.0,1606.0,1
723,723,19354,1607,1,1,19354.0,1607.0,1
724,724,19359,1606,1,1,19359.0,1606.0,1
725,725,18272,1608,4,4,18273.5,1609.125,8
726,726,18279,1608,1,1,18279.0,1608.0,1
727,727,18259,1611,1,1,18259.0,1611.0,1
728,728,18261,1611,1,1,18261.0,1611.0,1
729,729,19215,1611,1,1,19215.0,1611.0,1
730,730,19309,1610,1,1,19309.0,1610.0,1
731,731,19311,1610,1,1,19311.0,1610.0,1
732,732,17405,1612,1,1,17405.0,1612.0,1
733,733,17423,1613,1,1,17423.0,1613.0,1
734,734,17448,1612,2,2,17448.5,1612.5,4
735,735,18259,1613,1,1,18259.0,1613.0,1
736,736,19310,1612,2,2,19310.666666666668,1612.3333333333333,3
737,737,19336,1613,1,1,19336.0,1613.0,1
738,738,19339,1613,1,1,19339.0,1613.0,1
739,739,19343,1612,1,1,19343.0,1612.0,1
740,740,17408,1614,1,1,17408.0,1614.0,1
741,741,18263,1615,1,1,18263.0,1615.0,1
742,742,19214,1614,2,2,19214.5,1614.5,4
743,743,19321,1615,1,1,19321.0,1615.0,1
744,744,19326,1614,2,2,19326.5,1614.5,4
745,745,17019,1616,1,1,17019.0,1616.0,1
746,746,18251,1616,1,1,18251.0,1616.0,1
747,747,17012,1619,3,5,17013.125,1620.875,8
748,748,18252,1618,1,1,18252.0,1618.0,1
749,749,19212,1619,1,1,19212.0,1619.0,1
750,750,19227,1618,1,1,19227.0,1618.0,1
751,751,19210,1621,1,1,19210.0,1621.0,1
752,752,19230,1620,1,1,19230.0,1620.0,1
753,753,19303,1620,5,3,19304.875,1621.25,8
754,754,17018,1622,1,2,17018.0,1622.5,2
755,755,17023,1623,1,1,17023.0,1623.0,1
756,756,18250,1622,1,1,18250.0,1622.0,1
757,757,18254,1622,1,1,18254.0,1622.0,1
758,758,19208,1622,1,1,19208.0,1622.0,1
759,759,17028,1625,1,1,17028.0,1625.0,1
760,760,17034,1624,1,1,17034.0,1624.0,1
761,761,17039,1624,1,1,17039.0,1624.0,1
762,762,18406,1625,2,2,18406.5,1625.5,2
763,763,17027,1627,1,1,17027.0,1627.0,1
764,764,18403,1626,1,2,18403.0,1626.5,2
765,765,17018,1629,40,37,17033.949728260868,1648.2989130434783,736
766,766,18266,1628,1,1,18266.0,1628.0,1
767,767,18269,1629,1,1,18269.0,1629.0,1
768,768,19222,1629,1,1,19222.0,1629.0,1
769,769,18249,1631,29,28,18262.673553719007,1641.8636363636363,484
770,770,19223,1631,1,1,19223.0,1631.0,1
771,771,19240,1631,1,1,19240.0,1631.0,1
772,772,19297,1631,1,1,19297.0,1631.0,1
773,773,19301,1630,1,1,19301.0,1630.0,1
774,774,17056,1632,1,1,17056.0,1632.0,1
775,775,17070,1632,2,2,17070.5,1632.5,4
776,776,19249,1632,1,2,19249.0,1632.5,2
777,777,19295,1632,1,1,19295.0,1632.0,1
778,778,17017,1634,1,1,17017.0,1634.0,1
779,779,18242,1636,2,2,18242.5,1636.5,4
780,780,19186,1637,1,1,19186.0,1637.0,1
781,781,19287,1637,1,1,19287.0,1637.0,1
782,782,17044,1639,1,1,17044.0,1639.0,1
783,783,17056,1638,2,3,17056.4,1638.8,5
784,784,17055,1639,13,13,17060.43956043956,1644.6043956043957,91
785,785,19186,1639,1,1,19186.0,1639.0,1
786,786,19194,1639,1,1,19194.0,1639.0,1
787,787,19201,1639,1,1,19201.0,1639.0,1
788,788,19249,1639,1,1,19249.0,1639.0,1
789,789,19256,1638,1,1,19256.0,1638.0,1
790,790,19294,1639,1,1,19294.0,1639.0,1
791,791,17640,1640,1,1,17640.0,1640.0,1
792,792,17650,1640,1,1,17650.0,1640.0,1
793,793,17019,1643,1,2,17019.0,1643.5,2
794,794,17024,1642,1,1,17024.0,1642.0,1
795,795,17067,1642,1,1,17067.0,1642.0,1
796,796,17640,1642,1,1,17640.0,1642.0,1
797,797,17650,1643,1,1,17650.0,1643.0,1
798,798,17016,1645,1,1,17016.0,1645.0,1
799,799,17024,1645,1,1,17024.0,1645.0,1
800,800,17067,1647,1,1,17067.0,1647.0,1
801,801,17628,1646,23,28,17639.48867313916,1658.5404530744336,309
802,802,17655,1647,1,1,17655.0,1647.0,1
803,803,18248,1646,1,1,18248.0,1646.0,1
804,804,19276,1646,2,2,19276.5,1646.5,4
805,805,17017,1648,1,1,17017.0,1648.0,1
806,806,17633,1648,1,1,17633.0,1648.0,1
807,807,17652,1649,1,1,17652.0,1649.0,1
808,808,18240,1648,1,1,18240.0,1648.0,1
809,809,18245,1648,2,1,18245.5,1648.0,2
810,810,19224,1648,6,6,19226.384615384617,1650.2307692307693,13
811,811,17047,1650,1,1,17047.0,1650.0,1
812,812,17655,1650,1,1,17655.0,1650.0,1
813,813,18245,1651,2,1,18245.5,1651.0,2
814,814,18250,1651,1,1,18250.0,1651.0,1
815,815,18251,1653,1,1,18251.0,1653.0,1
816,816,17017,1654,1,1,17017.0,1654.0,1
817,817,17060,1654,1,1,17060.0,1654.0,1
818,818,18270,1654,1,2,18270.0,1654.5,2
819,819,17018,1657,2,2,17018.5,1657.5,2
820,820,17653,1656,2,2,17653.5,1656.5,2
821,821,17017,1660,1,1,17017.0,1660.0,1
822,822,17018,1662,1,1,17018.0,1662.0,1
823,823,17050,1663,1,1,17050.0,1663.0,1
824,824,17053,1663,1,1,17053.0,1663.0,1
825,825,17646,1663,1,1,17646.0,1663.0,1
826,826,17652,1663,1,1,17652.0,1663.0,1
827,827,18251,1663,1,1,18251.0,1663.0,1
828,828,18258,1663,1,1,18258.0,1663.0,1
829,829,17042,1668,1,1,17042.0,1668.0,1
830,830,17032,1671,1,1,17032.0,1671.0,1
831,831,17042,1671,1,1,17042.0,1671.0,1
832,832,17625,1672,1,1,17625.0,1672.0,1
833,833,12709,1674,6,10,12712.1875,1678.96875,32
834,834,17626,1675,6,4,17628.18181818182,1676.7272727272727,11
835,835,12704,1679,1,1,12704.0,1679.0,1
836,836,12706,1679,2,2,12706.5,1679.5,2
837,837,12716,1678,2,2,12716.333333333334,1678.6666666666667,3
838,838,17622,1678,3,2,17622.8,1678.6,5
839,839,17632,1678,2,2,17632.5,1678.5,4
840,840,20287,1680,1,1,20287.0,1680.0,1
841,841,12716,1683,1,1,12716.0,1683.0,1
842,842,20284,1684,1,1,20284.0,1684.0,1
843,843,12704,1687,1,1,12704.0,1687.0,1
844,844,12718,1687,2,3,12718.6,1688.2,5
845,845,20278,1686,5,4,20279.933333333334,1687.4,15
846,846,20283,1689,1,1,20283.0,1689.0,1
847,847,20280,1691,2,1,20280.5,1691.0,2
848,848,12706,1692,2,2,12706.5,1692.5,4
849,849,20284,1692,1,1,20284.0,1692.0,1
850,850,17328,1696,4,5,17329.81818181818,1698.0,11
851,851,17616,1697,2,2,17616.5,1697.5,4
852,852,17334,1699,1,1,17334.0,1699.0,1
853,853,17619,1698,1,1,17619.0,1698.0,1
854,854,17334,1703,2,1,17334.5,1703.0,2
855,855,17340,1708,2,2,17340.5,1708.5,4
856,856,16720,1712,3,2,16721.0,1712.3333333333333,3
857,857,16721,1715,1,1,16721.0,1715.0,1
858,858,17668,1721,1,1,17668.0,1721.0,1
859,859,18145,1721,2,2,18145.5,1721.5,2
860,860,18150,1722,2,2,18150.333333333332,1722.6666666666667,3
861,861,18205,1722,7,9,18207.88,1725.8,25
862,862,18215,1722,1,1,18215.0,1722.0,1
863,863,17668,1724,1,1,17668.0,1724.0,1
864,864,17665,1726,1,2,17665.0,1726.5,2
865,865,17667,1727,2,1,17667.5,1727.0,2
866,866,18147,1727,1,1,18147.0,1727.0,1
867,867,16585,1729,1,1,16585.0,1729.0,1
868,868,18949,1728,1,1,18949.0,1728.0,1
869,869,16585,1731,4,4,16586.5,1732.5,12
870,870,18639,1730,1,2,18639.0,1730.5,2
871,871,18639,1733,2,4,18639.428571428572,1734.2857142857142,7
872,872,18208,1735,2,1,18208.5,1735.0,2
873,873,18950,1734,2,2,18950.666666666668,1734.6666666666667,3
874,874,18056,1737,4,4,18057.18181818182,1738.3636363636363,11
875,875,18632,1736,1,1,18632.0,1736.0,1
876,876,18629,1739,2,2,18629.5,1739.5,2
877,877,18632,1738,7,4,18634.65,1739.15,20
878,878,18626,1740,1,1,18626.0,1740.0,1
879,879,18058,1742,1,1,18058.0,1742.0,1
880,880,18630,1743,1,1,18630.0,1743.0,1
881,881,17186,1746,24,41,17197.540498442366,1767.9158878504672,642
882,882,17205,1746,1,1,17205.0,1746.0,1
883,883,17206,1748,1,1,17206.0,1748.0,1
884,884,17184,1752,1,1,17184.0,1752.0,1
885,885,17188,1753,1,1,17188.0,1753.0,1
886,886,17206,1753,1,1,17206.0,1753.0,1
887,887,18667,1753,1,1,18667.0,1753.0,1
888,888,18672,1753,3,1,18673.0,1753.0,3
889,889,18666,1755,1,1,18666.0,1755.0,1
890,890,18667,1757,1,1,18667.0,1757.0,1
891,891,18667,1757,13,11,18672.55789473684,1761.5684210526315,95
892,892,18000,1761,8,10,18003.5,1766.1666666666667,36
893,893,16371,1762,3,4,16372.333333333334,1763.4444444444443,9
894,894,18000,1762,1,1,18000.0,1762.0,1
895,895,18662,1762,2,1,18662.5,1762.0,2
896,896,18679,1763,1,1,18679.0,1763.0,1
897,897,18666,1765,1,1,18666.0,1765.0,1
898,898,16372,1767,1,1,16372.0,1767.0,1
899,899,18677,1767,1,1,18677.0,1767.0,1
900,900,18682,1766,2,2,18682.5,1766.5,4
901,901,16898,1769,1,1,16898.0,1769.0,1
902,902,16902,1769,2,3,16902.666666666668,1770.0,3
903,903,18662,1769,2,1,18662.5,1769.0,2
904,904,18004,1771,1,1,18004.0,1771.0,1
905,905,16896,1772,1,1,16896.0,1772.0,1
906,906,16898,1772,1,1,16898.0,1772.0,1
907,907,16903,1773,1,1,16903.0,1773.0,1
908,908,18016,1772,1,1,18016.0,1772.0,1
909,909,18020,1772,4,2,18021.6,1772.4,5
910,910,18026,1772,3,3,18027.0,1773.2857142857142,7
911,911,18031,1772,1,1,18031.0,1772.0,1
912,912,18678,1772,2,2,18678.5,1772.5,4
913,913,18684,1772,1,1,18684.0,1772.0,1
914,914,16899,1775,1,1,16899.0,1775.0,1
915,915,17996,1774,4,2,17997.714285714286,1774.5714285714287,7
916,916,18003,1774,1,1,18003.0,1774.0,1
917,917,17594,1785,1,1,17594.0,1785.0,1
918,918,17596,1784,1,1,17596.0,1784.0,1
919,919,17195,1787,1,1,17195.0,1787.0,1
920,920,17595,1786,2,2,17595.5,1786.5,2
921,921,17599,1787,1,1,17599.0,1787.0,1
922,922,17184,1788,4,4,17185.833333333332,1789.8333333333333,12
923,923,17207,1790,1,1,17207.0,1790.0,1
924,924,17592,1791,1,1,17592.0,1791.0,1
925,925,17595,1791,1,1,17595.0,1791.0,1
926,926,17599,1791,1,1,17599.0,1791.0,1
927,927,17422,1792,2,4,17422.5,1793.5,8
928,928,17389,1801,66,64,17420.67223382046,1831.0768963117607,2874
929,929,17432,1801,2,2,17432.5,1801.5,2
930,930,17405,1802,1,1,17405.0,1802.0,1
931,931,17407,1803,1,1,17407.0,1803.0,1
932,932,17444,1808,1,1,17444.0,1808.0,1
933,933,19337,1808,2,3,19337.333333333332,1809.0,3
934,934,19333,1808,22,26,19343.3216957606,1821.3541147132169,401
935,935,19335,1810,1,1,19335.0,1810.0,1
936,936,17770,1817,1,1,17770.0,1817.0,1
937,937,17828,1816,1,1,17828.0,1816.0,1
938,938,18881,1816,50,32,18906.098039215685,1832.0868347338935,714
939,939,18906,1816,1,1,18906.0,1816.0,1
940,940,18909,1816,1,1,18909.0,1816.0,1
941,941,18916,1816,1,1,18916.0,1816.0,1
942,942,19331,1817,1,1,19331.0,1817.0,1
943,943,19354,1816,1,1,19354.0,1816.0,1
944,944,19356,1816,1,1,19356.0,1816.0,1
945,945,17827,1819,2,2,17827.5,1819.5,2
946,946,18916,1818,3,2,18917.0,1818.5,4
947,947,19355,1818,1,1,19355.0,1818.0,1
948,948,17455,1821,1,1,17455.0,1821.0,1
949,949,17770,1820,1,1,17770.0,1820.0,1
950,950,17775,1820,1,1,17775.0,1820.0,1
951,951,19358,1820,2,2,19358.5,1820.5,4
952,952,17769,1823,2,2,17769.5,1823.5,4
953,953,17775,1823,1,1,17775.0,1823.0,1
954,954,17827,1823,1,1,17827.0,1823.0,1
955,955,19328,1822,1,1,19328.0,1822.0,1
956,956,19359,1823,1,1,19359.0,1823.0,1
957,957,17386,1824,1,1,17386.0,1824.0,1
958,958,18158,1824,2,2,18158.5,1824.5,4
959,959,18923,1824,2,3,18923.666666666668,1825.0,3
960,960,18927,1825,1,1,18927.0,1825.0,1
961,961,19328,1824,1,1,19328.0,1824.0,1
962,962,17775,1826,1,3,17775.0,1827.0,3
963,963,18925,1827,1,2,18925.0,1827.5,2
964,964,19331,1829,1,1,19331.0,1829.0,1
965,965,17388,1831,1,1,17388.0,1831.0,1
966,966,17774,1831,1,1,17774.0,1831.0,1
967,967,18926,1830,1,1,18926.0,1830.0,1
968,968,19329,1831,1,1,19329.0,1831.0,1
969,969,17389,1833,1,1,17389.0,1833.0,1
970,970,18142,1833,1,1,18142.0,1833.0,1
971,971,18140,1832,28,31,18151.96181384248,1846.1670644391409,419
972,972,18161,1833,1,1,18161.0,1833.0,1
973,973,18145,1834,1,1,18145.0,1834.0,1
974,974,19336,1834,1,1,19336.0,1834.0,1
975,975,17388,1837,1,1,17388.0,1837.0,1
976,976,18142,1836,2,1,18142.5,1836.0,2
977,977,18930,1837,2,3,18930.5,1838.25,4
978,978,19343,1837,1,1,19343.0,1837.0,1
979,979,18140,1839,1,1,18140.0,1839.0,1
980,980,18160,1838,2,4,18160.6,1839.4,5
981,981,18163,1839,1,1,18163.0,1839.0,1
982,982,19340,1839,1,1,19340.0,1839.0,1
983,983,18167,1841,1,1,18167.0,1841.0,1
984,984,18893,1843,1,1,18893.0,1843.0,1
985,985,18894,1842,12,6,18898.5,1844.0454545454545,22
986,986,18907,1843,1,1,18907.0,1843.0,1
987,987,18928,1842,1,1,18928.0,1842.0,1
988,988,18931,1843,3,3,18932.0,1843.6666666666667,6
989,989,18136,1844,1,1,18136.0,1844.0,1
990,990,18143,1845,1,1,18143.0,1845.0,1
991,991,18166,1844,1,1,18166.0,1844.0,1
992,992,18885,1845,1,2,18885.0,1845.5,2
993,993,18928,1845,1,1,18928.0,1845.0,1
994,994,17390,1847,1,1,17390.0,1847.0,1
995,995,17394,1846,2,2,17394.5,1846.5,4
996,996,18891,1846,2,2,18891.5,1846.5,2
997,997,18896,1847,2,1,18896.5,1847.0,2
998,998,18905,1846,1,1,18905.0,1846.0,1
999,999,18928,1847,1,1,18928.0,1847.0,1
1000,1000,18136,1849,1,1,18136.0,1849.0,1
1001,1001,18143,1848,2,2,18143.5,1848.5,2
1002,1002,18169,1848,1,1,18169.0,1848.0,1
1003,1003,18181,1849,1,1,18181.0,1849.0,1
1004,1004,18891,1849,3,2,18892.0,1849.3333333333333,3
1005,1005,19645,1848,1,1,19645.0,1848.0,1
1006,1006,19662,1849,2,2,19662.5,1849.5,2
1007,1007,19664,1848,1,1,19664.0,1848.0,1
1008,1008,18139,1850,1,1,18139.0,1850.0,1
1009,1009,18166,1851,1,1,18166.0,1851.0,1
1010,1010,18172,1851,1,1,18172.0,1851.0,1
1011,1011,18183,1850,1,1,18183.0,1850.0,1
1012,1012,18929,1851,1,1,18929.0,1851.0,1
1013,1013,19652,1851,1,1,19652.0,1851.0,1
1014,1014,18138,1853,1,1,18138.0,1853.0,1
1015,1015,18170,1853,2,2,18170.5,1853.5,2
1016,1016,18168,1852,20,18,18177.170731707316,1860.6829268292684,164
1017,1017,18891,1852,1,1,18891.0,1852.0,1
1018,1018,18929,1853,1,2,18929.0,1853.5,2
1019,1019,18928,1852,7,11,18931.257142857143,1857.4571428571428,35
1020,1020,19635,1852,61,41,19664.821428571428,1869.7526132404182,1148
1021,1021,17238,1855,6,6,17240.416666666668,1857.5416666666667,24
1022,1022,17440,1855,1,1,17440.0,1855.0,1
1023,1023,18165,1855,1,1,18165.0,1855.0,1
1024,1024,10642,1857,2,1,10642.5,1857.0,2
1025,1025,10646,1856,1,1,10646.0,1856.0,1
1026,1026,11995,1856,2,2,11995.5,1856.5,2
1027,1027,11998,1856,2,2,11998.5,1856.5,2
1028,1028,13348,1856,1,1,13348.0,1856.0,1
1029,1029,13351,1857,1,1,13351.0,1857.0,1
1030,1030,14699,1857,1,1,14699.0,1857.0,1
1031,1031,14701,1857,2,1,14701.5,1857.0,2
1032,1032,16730,1856,2,2,16730.5,1856.5,4
1033,1033,17400,1857,1,1,17400.0,1857.0,1
1034,1034,18129,1856,1,1,18129.0,1856.0,1
1035,1035,18767,1857,1,1,18767.0,1857.0,1
1036,1036,20113,1857,1,1,20113.0,1857.0,1
1037,1037,9295,1858,1,1,9295.0,1858.0,1
1038,1038,11992,1859,1,1,11992.0,1859.0,1
1039,1039,16059,1858,1,1,16059.0,1858.0,1
1040,1040,17428,1859,3,2,17429.0,1859.3333333333333,3
1041,1041,18128,1859,22,24,18138.735099337748,1869.6754966887418,302
1042,1042,18158,1858,1,1,18158.0,1858.0,1
1043,1043,18440,1859,2,3,18440.5,1860.0,6
1044,1044,9294,1861,2,1,9294.5,1861.0,2
1045,1045,10640,1860,1,1,10640.0,1860.0,1
1046,1046,10641,1861,4,4,10642.5,1862.5,12
1047,1047,11995,1861,4,4,11996.615384615385,1862.3846153846155,13
1048,1048,13347,1861,4,4,13348.5,1862.5,12
1049,1049,14696,1861,1,2,14696.0,1861.5,2
1050,1050,14701,1861,4,4,14702.5,1862.5,12
1051,1051,16055,1861,4,4,16056.5,1862.5,12
1052,1052,16751,1861,1,1,16751.0,1861.0,1
1053,1053,17236,1860,1,1,17236.0,1860.0,1
1054,1054,18763,1861,4,4,18764.5,1862.5,12
1055,1055,20115,1861,4,4,20116.5,1862.5,12
1056,1056,9287,1862,4,3,9288.5,1862.8,10
1057,1057,13344,1862,2,2,13344.5,1862.5,2
